"pplNpdidPipeline","fclNpdidFacilityFrom","fclNpdidFacilityTo","pplNpdidBelongsTo","cmpNpdidCompany","pplName","fclNameFrom","fclNameTo","pplBelongsToName","cmpLongName","pplCurrentPhase","pplMedium","pplMainGroupingName","pplDimension","pplMapLabel","pplWaterDepth","pplCurrentPhaseFromDate","pplDateUpdated","pipGeometryWKT"
326918,277937,287065,2252643,1944954,"36"" Gas EKOFISK J, NORPIPE Y","EKOFISK J","NORPIPE Y","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",36.0,"Norpipe Gassledning",75.0,"1998-08-18 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((3.221281000527469 56.547200000165297, 3.2381220002304421 56.550757999807381, 3.2460110002728553 56.550561000198364, 3.2633939998742254 56.547606000006319, 3.2764530001294543 56.54295300008517, 3.2863189992749917 56.53614700026958, 3.3070220003931765 56.512693999610818, 3.3305030004575498 56.490368999709169))"
327394,286841,286141,2252643,1944954,"40"" Gas EUROPIPE-SCP, EMDEN","EUROPIPE-SCP","EMDEN","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",40.0,"Europipe I",45.0,"1995-10-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((4.2226219998169672 55.706969000222109, 4.434480999423748 55.581917000009298, 4.8441250004040137 55.336297000111713, 5.1936190007165388 55.12333600000705, 5.5394969996554515 54.909328000373854, 5.827008000100192 54.728930999712667, 6.0713640005248726 54.573849999748624, 6.310147000477432 54.420713999835634, 6.5641640006953912 54.256077999654067, 6.6157690002935192 54.221886000195461, 6.6276809994756682 54.210699999580633, 6.6376170004528019 54.199842000363567, 6.6575140001286499 54.181296999569803, 6.6709530006102238 54.17188599986936, 6.683406000373493 54.165606000120832, 6.7123609993837992 54.156405999915449, 6.7252779997986618 54.150466999596425, 6.9005500003745084 54.035175000345014, 6.9150970000691316 54.024949999820969, 6.936478000186824 54.011497000348136, 7.0587439998529726 53.955338999577144, 7.076050000261203 53.948447000152861, 7.2001310000124743 53.892425000103735, 7.2301060004183011 53.878021999793482, 7.2636610002321511 53.858785999954321, 7.2799529994336947 53.851144000062632, 7.2896720002676743 53.847108000076538, 7.3301439996049806 53.833363999973798, 7.3777420002078795 53.811771999909638, 7.387049999796405 53.80674400021509, 7.3934970005658762 53.801119000396341, 7.4611500003170308 53.691499999627688, 7.4589899999579279 53.692299999924721, 7.4024700006100508 53.672499999845016, 7.3264199998534956 53.679699999682768))"
327836,272561,287625,124280,1944954,"32"" Gas FRIGG TCP2, VESTERLED T","FRIGG TCP2","VESTERLED T","VESTERLED","Gassco AS","DECOMMISSIONED","Gas","Transportation",32.0,"Vesterled T",110.0,"2004-10-26 00:00:00","2019-10-29 00:00:00","MULTILINESTRING ((1.3189589997803255 59.64331799982763, 1.3576139999937746 59.645235999679471, 1.4108889997866647 59.645613999749919, 1.5879609998238626 59.650332999705938, 1.6048560001802996 59.652769000402976, 1.6205109993634059 59.656580999972746, 1.647368999729123 59.667825000174105, 1.6599669999565299 59.674206000345009, 1.6832109990786586 59.68772200015853, 1.7334219998336755 59.713208000293605, 1.8161080002331902 59.760183000178664, 1.8294110000192836 59.76619399998814, 1.8903720000486848 59.798844000292206, 1.9016390002629895 59.805800000150441, 1.9119080007578828 59.81283599984237, 1.919822000821549 59.820585999630175, 1.9258749997803553 59.828691999663633, 1.9317030006473435 59.837144000096927, 1.936261000170403 59.845874999784847, 1.9426940005099913 59.863589000285479, 1.9497130001404765 59.876841999890573, 1.9548460005922377 59.883683000474953, 1.9619730000478903 59.889087000230468, 1.9742659998094692 59.894684000305816, 1.9881070001246635 59.899527000137425, 2.0011129997178072 59.901917999966201, 2.0202620005907614 59.90236700040829, 2.0352330009388444 59.900032999633474, 2.0490649995349339 59.894939000413679, 2.062369999379893 59.886784000228729, 2.0651789999012466 59.884205999588389, 2.066527000067798 59.880111000378356))"
327938,272561,271245,"","","16"" Condensate FRIGG TCP2, OSEBERG A","FRIGG TCP2","OSEBERG A","","","DECOMMISSIONED","Condensate","Transportation",16.0,"Frostpipe",110.0,"2001-03-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.0665360002404878 59.880122000433474, 2.0878529999705919 59.886210999714152, 2.0940939996525674 59.88940300040457, 2.0991559995739797 59.894132999819405, 2.1012639997986899 59.899396999656048, 2.1008559994895188 59.926328000042425, 2.1024310003503137 59.930733000419501, 2.1060389995120574 59.934831000334221, 2.3240059996064701 60.113316999847157, 2.506300000825938 60.260903000321861, 2.7680579998401806 60.469952999673737, 2.7793000001220154 60.475768999758699, 2.8096169996723881 60.485696999978792, 2.8270329996938068 60.490547000397001, 2.8273140007750408 60.491863000193263))"
328244,283285,286253,1036198,32011216,"28"" Oil GRANE, STURE","GRANE","STURE","GRANE OLJERØR","Equinor Energy AS","IN SERVICE","Oil","Transportation",28.0,"Grane Oljerør",356.0,"2003-09-23 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.4873879996808745 59.165238000122002, 2.4884380007641145 59.165611000072907, 2.4979420000853434 59.176701000061314, 2.5038879999421968 59.181594999829109, 2.5556809995673144 59.212359999778215, 2.5717210001748612 59.225039999952202, 2.6457200002209613 59.27365099962342, 2.6973450003487138 59.306361999692939, 2.8123710004577473 59.382332000285402, 2.8377569995070284 59.400100999978704, 2.9351960007014015 59.465213999623721, 3.1167829993311988 59.585273999678328, 3.1692990002787367 59.611773999913318, 3.2039450005083343 59.628135999794878, 3.2250800002755571 59.640807999612591, 3.2374050003781125 59.649921000419653, 3.2632599998519174 59.663836999990352, 3.2737749996104029 59.670363999790951, 3.2945490001006865 59.679356000383635, 3.3291790000877324 59.690906999988343, 3.3758849996008315 59.712193000057347, 3.3818870003330948 59.717067999888883, 3.395557000537373 59.73393600007504, 3.4055520004586426 59.741290999873819, 3.4162040006529009 59.748446999944761, 3.443493000792988 59.763638000029736, 3.4765930004991872 59.789066000226399, 3.5227229994491243 59.815951999569421, 3.5859970008112865 59.858851999892757, 3.6021259997677531 59.871551999788757, 3.6201359999966787 59.883449999677126, 3.6438880006395062 59.897400000310498, 3.6683089993129676 59.91775899967439, 3.6942329991601719 59.937378000149984, 3.7344190003723114 59.965133999967371, 3.7669280003638774 59.98590099961114, 3.8103710009074701 60.011439999722121, 3.895333999672784 60.071121000066988, 3.9405200000042591 60.099979000114494, 3.975091999674889 60.124953999773588, 4.0320820002965974 60.160903999700707, 4.0611180003696452 60.182896000013763, 4.0917909998922992 60.203353999700084, 4.1286030004104504 60.229770999676489, 4.1821029998971735 60.264980000077301, 4.2490659993186251 60.306983999768093, 4.2999140007354635 60.34004199967827, 4.3532970008574159 60.377383999582456, 4.5659140005222927 60.509960000011546, 4.6301269999708108 60.551845999963419, 4.6450499997397063 60.559147000398802, 4.6647109993095084 60.565029000388925, 4.681402999702871 60.567714999738186, 4.7134369997378629 60.569728999598318, 4.7281760007096887 60.573208000417502, 4.7379469995038104 60.577114000110996, 4.7523499993781186 60.585751000236584, 4.8511110006799161 60.621110999990357))"
357492,280877,286729,2252643,1944954,"30"" Gas KVITEBJØRN, KOLLSNES","KVITEBJØRN","KOLLSNES","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",30.0,"Kvitebjørn Gassrør",350.0,"2004-09-26 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.5012679996272986 61.080444000324867, 2.5173880000255533 61.072502000178432, 2.5395390004846354 61.063152000454565, 2.5662059999293039 61.056350999949167, 2.5954309995248188 61.043289000038072, 2.6321829994698023 61.03318800039051, 2.6754159997454372 61.014785999610929, 2.6934299991349366 61.004832999827102, 2.7263889991666397 60.992442999675561, 2.7912860002718989 60.96585100031124, 2.9147249996359412 60.919639999826487, 3.0258829990336942 60.876518000355027, 3.1017530001301092 60.845042999758348, 3.1742599993736444 60.817157999639505, 3.3418369999602171 60.754531999927615, 3.4125970006643436 60.722941999623018, 3.4892129993926306 60.693747999781486, 3.5050210003355637 60.68918600038598, 3.595999000100214 60.672332999988519, 3.6216629993515879 60.66904099982375, 3.6733919991979893 60.660282000160187, 3.829616000704938 60.645446999891227, 3.9682799999951173 60.624866000157489, 4.1083339993910686 60.606976000087478, 4.4924250004134212 60.543869000109979, 4.5764759998618239 60.527416000311121, 4.5959539992481178 60.522258999861663, 4.640107999836526 60.508373000033771, 4.6625849992049675 60.504414000395066, 4.6785929999386351 60.503592999760414, 4.6912259996257832 60.504069999660544, 4.7221240007874687 60.508907000011632, 4.7387780004152766 60.51424000022471, 4.7572479998680324 60.523285000226352, 4.7814759991602847 60.52889600033987, 4.8005600005495612 60.537922000230019, 4.8192860006511289 60.541396999945206, 4.8260760007840382 60.544231000251109, 4.8454029992612639 60.548327999937101))"
357605,280877,287597,917586,32011216,"16"" Condensate KVITEBJØRN, TOR II Y","KVITEBJØRN","TOR II Y","KVITEBJØRN OLJERØR","Equinor Energy AS","IN SERVICE","Condensate","Transportation",16.0,"Kvitebjørn Oljerør",376.0,"2004-10-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.5012549995182281 61.0805969996022, 2.5278719996988812 61.074837000209541, 2.5421170005565696 61.073471000002279, 2.5709990005735666 61.073467000336969, 2.5958440003190262 61.068855000272158, 2.6208059997220361 61.066841000160295, 2.6554370009267876 61.067531999627342, 2.7007199991708859 61.063674999891802, 2.7360570006794167 61.057414999974071, 2.955776000374204 61.034713999807231, 3.1175840001777413 61.015902999594772, 3.1942909997320474 61.008021999691927, 3.2344049993756676 61.005196000173513, 3.2614930007867278 61.001929999701126, 3.3046400005284817 60.998958999574569, 3.3563959996024724 60.994140999933229, 3.4975209991801361 60.978785999890114, 3.5625870005434352 60.973155999913075, 3.6083180006268294 60.967289000068604, 3.6239190005860511 60.964347999988199, 3.6638439994108003 60.954013999655842, 4.0602780001277479 60.848957000055002))"
364645,277685,364607,2252643,1944954,"20"" Gas VISUND, VISUND T","VISUND","VISUND T","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",20.0,"",335.0,"2005-10-07 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.5333330001802636 61.066666000440875, 2.5278080001020369 61.068534999991705, 2.5134980006602063 61.082187999968681, 2.5113630001169756 61.087231000149046, 2.512448999408754 61.091373000278615, 2.5237119999953928 61.109324999775176, 2.5249029998594583 61.114024999700149, 2.5242439996233852 61.122065999681098, 2.5246969999081359 61.13265200038785, 2.5223620006155563 61.140960999983371, 2.5204930007251956 61.160137000150144, 2.520952000237239 61.177681000432642, 2.5223930000953771 61.18569600005911, 2.5188079993704697 61.208565000333827, 2.513640000956928 61.301074999694826, 2.5193699996965488 61.330387000232768, 2.5192630007908909 61.336112999638914, 2.5178280006104661 61.340697999983902, 2.513961999610788 61.34658099979373, 2.5089520001942516 61.351410000136845, 2.5017520004435374 61.356258000272454, 2.4893210006773758 61.361797000122721, 2.4687449996834703 61.368628999826463, 2.458917000780303 61.370155000114856))"
365843,286253,286701,124372,1944954,"12.75"" Condensate STURE, MONGSTAD","STURE","MONGSTAD","VESTPROSESS","Gassco AS","IN SERVICE","Condensate","Transportation",12.75,"Vestprosess",580.0,"1999-10-10 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((5.036755000478748 60.814791000459522, 5.0280000007477321 60.818993999672301, 5.0188889992967267 60.826035000280413, 5.0161519991812966 60.827327999565931, 5.0037750003490409 60.829887000090075, 4.9640720002796659 60.840458000013264, 4.9466560008922471 60.843390999841191, 4.8847809992852786 60.849007000006523, 4.8296510006946907 60.847892999924319, 4.7927300008094855 60.849421999580457, 4.7884870007630971 60.84839999957746, 4.7820979998511772 60.845497000253843, 4.7720469991661068 60.844093000229385, 4.7661860007047032 60.84026299960896, 4.7576270001708849 60.836436999576861, 4.7413140000005187 60.833294000045527, 4.7315219998577236 60.829979000099996, 4.7286679996253147 60.828193999700332, 4.7281210006191543 60.825676000064483, 4.7316489995729194 60.820609999849381, 4.7313590000466554 60.815830000180561, 4.7351440004561889 60.810790999675142, 4.7377650006595378 60.802756999664979, 4.7510020002871496 60.786354000446046, 4.7568800001580085 60.781054999679156, 4.7635180006353881 60.772785000223443, 4.7639560001647148 60.77103800027124, 4.7632060002464938 60.767333999603181, 4.7640749996744596 60.762248999557166, 4.7609839993861245 60.757140999739157, 4.7592459999803252 60.755599999558761, 4.7393190008703128 60.745632000354433, 4.7225750000021707 60.740677000211193, 4.7201500000488652 60.738480000120013, 4.7202190006560549 60.735867000255517, 4.7228819997790765 60.733699999831899, 4.7389439996787379 60.726265000424469, 4.7572640000910402 60.719230999865971, 4.7823339997336749 60.707766999745317, 4.8030219993555754 60.696526000112584, 4.8092099998097213 60.692252999922729, 4.822516000398184 60.679370999661714, 4.8419589993734 60.657218999979236, 4.8432580003521757 60.6518779996616, 4.8456379997494583 60.648452999692751, 4.844171999613244 60.645012000075269, 4.8442129992456247 60.643177000033823, 4.8473349997478028 60.638087999857994, 4.8450619993085349 60.634327999558359, 4.8511110006799161 60.621110999990357))"
365878,286729,286253,124372,1944954,"8"" Condensate KOLLSNES, STURE","KOLLSNES","STURE","VESTPROSESS","Gassco AS","IN SERVICE","Condensate","Transportation",8.0,"Vestprosess",0.0,"1999-10-10 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((4.8511110006799161 60.621110999990357, 4.8454019994583062 60.548329999712337))"
369461,364693,277797,2252643,1944954,"42"" Gas NYHAMNA, SLEIPNER R","NYHAMNA","SLEIPNER R","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",42.0,"Langeled",360.0,"2007-09-13 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((6.9457710009726874 62.851559000077643, 6.9600410008633844 62.860676000414436, 6.9610819996439321 62.86431500025342, 6.9586779991937444 62.867644999599641, 6.9535800002493957 62.870124999779897, 6.9231750002128356 62.878532000240618, 6.9010350006370977 62.890728000049165, 6.8884269999200285 62.895759999635672, 6.8796060002165964 62.898463999916189, 6.868315999664774 62.900085000416524, 6.837357000242954 62.901211000132157, 6.7950759991606411 62.904686000256184, 6.7864079990076425 62.906376000246432, 6.7780280006316413 62.909690999679185, 6.7723079995912494 62.913780000021731, 6.7694899994293989 62.918689999951454, 6.7695910004394166 62.922226000076357, 6.7736520004984726 62.933089999955122, 6.7716360002196554 62.941779999855008, 6.7689960008559158 62.945023000218953, 6.7648129996608821 62.948093000435463, 6.7526799999013143 62.952873000177689, 6.7438300009367147 62.954491000158008, 6.7342599997273691 62.955124000153234, 6.6654070007858186 62.954051999724555, 6.6472800001327039 62.952850000001071, 6.6139349997886541 62.954795999766226, 6.5524440005420574 62.951694000454168, 6.4608550000709544 62.934681000362815, 6.4385099991106918 62.929610999959195, 6.2022149989961708 62.892002000225077, 6.1726909999106114 62.886410000157994, 6.0979799999727522 62.866839999935976, 5.8433400006050045 62.810069999810011, 5.1944420003626126 62.653842999953255, 5.1807470002552058 62.649684999677262, 5.1697580008640767 62.644604000398928, 5.1627010001822109 62.639873999921278, 5.1432219992994641 62.623538999655658, 4.980326999330897 62.472720999929116, 4.962389000085623 62.458328000254966, 4.9493039994832424 62.442013000123971, 4.9261140006212072 62.424656000232282, 4.9019859992849888 62.400303000211878, 4.8956240008679126 62.395176000237235, 4.884212999214637 62.389099000003611, 4.7895459995336855 62.35054400038608, 4.6613839998190114 62.307137000276612, 4.6508860004803321 62.302142999774475, 4.642659000898206 62.296291000329376, 4.3885409993155253 62.05775799964146, 4.3463350009126831 61.998401999790062, 4.3337159993100753 61.973548999648649, 4.3141160003425139 61.950297999937227, 4.3066720004623891 61.938492000283027, 4.2978270007742418 61.92944699972616, 4.2920170004983573 61.919968000032711, 4.2862620001934708 61.912640000317062, 4.2817019995326691 61.908302000338317, 4.2656850006258269 61.89615200043859, 4.2365609998892495 61.878966999820697, 4.2066849999195286 61.856289000331046, 4.1875879994563769 61.838641999548052, 4.1828410007832373 61.832779000154538, 4.1760670007648297 61.821003000091757, 4.1632270003845449 61.80723200028978, 4.1556839997779518 61.796847999546159, 4.1483420000877 61.782599999626434, 4.1435109992387833 61.758690000357056, 4.1407620008575332 61.754024999950943, 4.1295129994538771 61.739594000036178, 4.1235159999648117 61.734004999778264, 4.0811379993231078 61.704380000101338, 4.0165839993135481 61.655685000084276, 4.0127310007305796 61.651011999958676, 4.0060510003335361 61.640063999684877, 3.9926060008622137 61.62680800037932, 3.9861119991414506 61.615391000274357, 3.9763219995579577 61.591923000346661, 3.9720540001131144 61.586181999664454, 3.9645300005710755 61.578667000030705, 3.6313320006767866 61.34915199970434, 3.5769329991269085 61.309642999843433, 3.4958110009326511 61.255336999820095, 3.4614980000828006 61.231139999730544, 3.4480099998609877 61.219082000413842, 3.4234210006421351 61.202751000069334, 3.4110769996426891 61.193607000379387, 3.4012230007008135 61.183761999832079, 3.398815999973809 61.180176000092864, 3.395542000096166 61.172625999773416, 3.3917710002928372 61.141399000416385, 3.391495999927542 61.131168000396677, 3.3930189997621181 61.110282999861752, 3.3904130006658701 61.091557000228356, 3.3909200000734914 61.071013999974141, 3.3880069996633781 61.052494000074063, 3.3880770005317151 61.041594999633041, 3.3870260005738895 61.031291999954185, 3.3872669994704547 61.010094000215474, 3.3844920001662442 60.970260999656254, 3.3861920007073389 60.953494999990397, 3.3835580002122239 60.927932999969869, 3.384800000546381 60.888680000112338, 3.3829549992897179 60.876140999921439, 3.3820699991791185 60.854506999712989, 3.3844259999590909 60.839202999863844, 3.3841489994441445 60.828377000091805, 3.381944999326028 60.813170999984315, 3.3837069995257893 60.771491999945823, 3.3839730002684032 60.746120000386462, 3.3802959995391428 60.729855000357112, 3.3805049999882546 60.708808999797959, 3.3796679998199277 60.700016000199398, 3.3776180003205059 60.690692999764124, 3.3782009998815652 60.674835000030804, 3.3770599997971011 60.661830999899642, 3.3731130006719696 60.646389000164078, 3.3732650007671197 60.623149999882251, 3.3721109998100434 60.605511000376111, 3.3709599995837154 60.600692999638675, 3.3614319998911402 60.576514999572908, 3.3582270007400981 60.563919000058277, 3.3548960001408843 60.557858000270045, 3.3469699993332163 60.548163999757861, 3.325734000394271 60.532074000230573, 3.3023720002302119 60.516151000018304, 3.2840480002044705 60.505450999793915, 3.2626709992929239 60.489325999979883, 3.2315310001238973 60.47063800021445, 3.1721839993418515 60.42860000025852, 3.1250570000167581 60.396969000262658, 3.1183010003901237 60.390224000373045, 3.0810649993240102 60.342582999615914, 3.0793139999123382 60.337626999720399, 3.0339580006637372 60.073317999889589, 2.6659469995446523 59.240546999731897, 2.2909190004918822 58.760010000333381, 2.0359640000076129 58.438957000423208, 2.0318059999163323 58.435039999931817, 2.025512000717129 58.431023000231981, 1.9105299992802596 58.368560999742797))"
369498,277797,369424,2252643,1944954,"44"" Gas SLEIPNER R, EASINGTON","SLEIPNER R","EASINGTON","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",44.0,"Langeled",83.0,"2006-10-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((1.9105310001256677 58.368563999780555, 1.8800390001257312 58.356698000411313, 1.8517629995568288 58.341653999817723, 1.8425629994560051 58.329508000060187, 1.827011000220027 58.31760799975995, 1.8187949994880226 58.306158000397275, 1.8008989992755775 58.292671999970295, 1.788544999572542 58.275608000091189, 1.7665829995065478 58.259400000133937, 1.7512719997782886 58.238124999714415, 1.7374860004426524 58.227486999967169, 1.6204370005452491 58.109524999962524, 1.6141750004415891 58.102286000005947, 1.6117709993798464 58.095759999721103, 1.6118380007934465 58.08513699979612, 1.6016529995694633 58.048054000201638, 1.5029569995719252 57.842359999642945, 1.4056300002007558 57.636967999665011, 1.3195500006321645 57.516026000342301, 1.2959009994079995 57.444049999896016, 1.1911990006162365 57.224040000458452, 1.1887770006674212 57.209482999932924, 1.1700659995214064 57.04632399999484, 1.1703430003497306 56.808108000016624, 1.1696199993243219 56.803450999952062, 1.1676649994292774 56.799346000236604, 1.1605480003866475 56.789497000053323, 1.1135519994550551 56.747871999809057, 1.1092510003275802 56.742891000436011, 0.93881999983665998 56.443513000268155, 0.93769300009753842 56.437814000263785, 0.93897599989647162 56.431698999891715, 0.9419700006305296 56.426809999821366, 0.95775199916037512 56.408876000167837, 0.96000799950838855 56.402988999912317, 0.95973900006168766 56.396714999642072, 0.82673000085089399 55.97347599966843, 0.70444600004648372 55.576058999790142, 0.6521009996157181 55.059197000096887, 0.59160000004794855 54.447380999633751, 0.53998100010249439 54.32981699994842, 0.39799800006404629 54.163388999686212, 0.29841299952277112 53.960438999585548, 0.27554200028566606 53.907520999746176, 0.26807800064583492 53.894919000035379, 0.19057999969185618 53.730351999660492, 0.18099100019771908 53.716494000183715, 0.17274100034779599 53.699183000415147, 0.16926200001611652 53.694515000422925, 0.16423700061554619 53.690241999698785, 0.129835000695221 53.671503999757256, 0.12397599947456613 53.667121000281419, 0.11603099990429065 53.659230999950111))"
370369,370654,363441,2053062,32011216,"28"" Gas SNØHVIT PLEM-1, MELKØYA","SNØHVIT PLEM-1","MELKØYA","SNØHVIT","Equinor Energy AS","IN SERVICE","Gas","Transportation",28.0,"Snøhvit Gassrør",325.0,"2007-08-21 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((21.226541999722404 71.571335000346863, 21.228834000479633 71.571457000129143, 21.247844999854067 71.56679499979407, 21.262809999905642 71.564064000117, 21.317899998833088 71.55754100019557, 21.349741000268839 71.552535999710457, 21.403460001184797 71.541214000214438, 21.439829000628173 71.534911999745802, 21.463533001148111 71.52993000020389, 21.690638998979608 71.490921000156689, 21.736492001310886 71.481575000354098, 21.823905999715731 71.466132999982747, 21.870195001309476 71.456543000325979, 21.941658000271307 71.445945999723378, 21.984182001087106 71.437987999499313, 22.020632001220459 71.428832999882417, 22.074841000257294 71.41987599997907, 22.214485000473658 71.393004999736817, 22.270168000151564 71.384047999984418, 22.286103999580646 71.380790999975432, 22.300879998948666 71.376381000007427, 22.432481999473811 71.327682000319612, 22.493745999359547 71.306076000423161, 22.520517000074307 71.29544800004355, 22.661738999438786 71.242797999933018, 22.718720998801516 71.22746300023033, 22.755929999287673 71.213187999855137, 22.825274001021544 71.190703999895533, 22.937221999951355 71.162834000225871, 22.954863001156173 71.157325999762548, 22.967709001511892 71.151436000212726, 22.994870998538076 71.135184999786617, 23.01796000071964 71.118294000103873, 23.03996299853679 71.103820999898304, 23.077863999138415 71.074363999821955, 23.128738001280748 71.038979000186004, 23.136791000239405 71.028587000261524, 23.138996000498118 71.023711999641208, 23.139056998625222 70.998443999719385, 23.139955999503961 70.99469000027301, 23.158396001041979 70.970870999610099, 23.166323000495439 70.965026999842209, 23.174014998845507 70.961760999957789, 23.196237998645117 70.954505999742153, 23.26997399981099 70.937705999678784, 23.285099000232282 70.935883000260716, 23.391753999901177 70.927910000413959, 23.407794999166693 70.92531599992752, 23.42094600057208 70.921532000005158, 23.429332999780026 70.917709000237465, 23.442906999715341 70.908271999910568, 23.458543998929738 70.892249999832018, 23.50026699981046 70.860099999857837, 23.523705000082256 70.837417999681151, 23.528115999591158 70.834136999770465, 23.536628999841167 70.830139000247016, 23.559649998729142 70.822486999651005, 23.614293999388558 70.801131999966259, 23.633018000334925 70.792426999776083, 23.641286999087843 70.787384000021532, 23.647795001187582 70.780228000254269, 23.65121999973244 70.768882999887197, 23.649971000047014 70.764251999859653, 23.644988998965502 70.759804000002859, 23.629252998916609 70.752022000064997, 23.598688000181792 70.742630000251395, 23.566713000475207 70.731323000287418, 23.529069998687003 70.717330999826416, 23.526036999619819 70.715691000433424, 23.525021000681022 70.714293999685452, 23.525323999760641 70.71250200023978, 23.535882999844684 70.701156999888767, 23.542432999733808 70.696883999911293, 23.551987001172805 70.69364200003821, 23.574323999651138 70.689034000322778, 23.589658999061726 70.684807000131798))"
371254,371178,364693,2762452,562,"30"" Gas ORMEN LANGE A, NYHAMNA","ORMEN LANGE A","NYHAMNA","ORMEN LANGE","A/S Norske Shell","IN SERVICE","Gas","Transportation",30.0,"Ormen Lange PL-A",850.0,"2007-09-13 00:00:00","2021-02-13 00:00:00","MULTILINESTRING ((6.9438170007252209 62.85032000042608, 6.9615169998211934 62.861095000411332, 6.9632969995439549 62.864033999810268, 6.9621369995504399 62.86719500012461, 6.9559999999231215 62.870612000247874, 6.9258620002246785 62.878130000389483, 6.9035690005786607 62.890593000154787, 6.8803540001823471 62.898426000186625, 6.8672979998172776 62.900302999767675, 6.8364580003316133 62.901368999624601, 6.7962680007810565 62.904963000309124, 6.7864979999164481 62.90694100008227, 6.7785649997890554 62.910154999559744, 6.7729329994269998 62.914434999980656, 6.7704009990687331 62.919075999845681, 6.7705469997188805 62.92253299994227, 6.7745099991637403 62.932976999895935, 6.7726480003462806 62.941985000165339, 6.7699769999224513 62.945315999896906, 6.7659799994139984 62.948312999753711, 6.7542790005003601 62.953062999614126, 6.745239999131404 62.954802000210989, 6.7352729996893839 62.955469000339122, 6.6396019995868629 62.953669999704069, 6.6257460000983963 62.954907000212962, 6.6042389995217325 62.958251000317325, 6.5038909996799612 62.967028000197367, 6.453641000376642 62.97410999994807, 6.4251749990240752 62.979703000200502, 6.3012259994766904 63.00740900019435, 6.1780100002948615 63.049001999739822, 6.1597870000954948 63.056047999889095, 6.0285110002124931 63.117377000010791, 5.8953579994175245 63.199877999955703, 5.7938620008437898 63.267587000395629, 5.789437000246842 63.271277000392985, 5.778402000835321 63.283049000318947, 5.7660699997533893 63.289421000090591, 5.7451580009737935 63.303388000121032, 5.7431450000859359 63.305697999846856, 5.738019999928115 63.316656000023649, 5.735705000589685 63.319235999965855, 5.7084030008023188 63.333103999821887, 5.7052170009375471 63.335428999589958, 5.6921120007981063 63.361309999930413, 5.6690749990707126 63.374576999755639, 5.6480330002696402 63.394630000187846, 5.6402030007446049 63.400016999899968, 5.6220019998754234 63.407723000300514, 5.6133680007946616 63.410383999730676, 5.5905850009290665 63.414648000310265, 5.5617250004714256 63.421764999700279, 5.5396710007879779 63.422968000386518, 5.5240189990935704 63.424844000299331, 5.5011889993117871 63.43177900011041, 5.4809999992482874 63.435761000410487, 5.4528889994975875 63.444544000355457, 5.4327369994424375 63.452511000411171, 5.4178910000179981 63.459457000186859, 5.3973949998294133 63.46458500019321, 5.3887959994734507 63.468327999696513, 5.3823520002940857 63.47421900039329, 5.3790860005778898 63.483070999829536, 5.379953000256414 63.486731000001313, 5.389907999664139 63.505516000095696, 5.3897619997642625 63.509431000054029, 5.3868760002580416 63.516416000089315, 5.3867639999820041 63.528082000198218))"
